key_path	fixture_path	startup_apply_command	model_identifier	verification_command	expected_result	actual_evidence_path	pass_fail_status
hardware.stage_layer_end	docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Local single-node smoke did not yield deterministic fail-before-launch evidence for staged-only controls; staged/package topology still needs dedicated local or multi-node proof.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_STAGED_LOCAL
hardware.rpc_backend	docs/skippy/manual-smoke/fixtures/hardware/rejected-operational.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/hardware/rejected-operational.toml --headless	n/a (expected rejection)	capture nonzero exit and missing launch in stderr	Observed direct rejection: defaults.hardware.rpc_backend is documented-rejected and must not be set.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	EXPECTED_REJECTED_PASS
hardware.hf_repo	docs/skippy/manual-smoke/fixtures/hardware/rejected-operational.toml	not-run locally; see blocker evidence and fixture template	public HF ref only	review blocker note plus fixture syntax/coverage only	Not executed locally because this row requires network-backed model resolution; Task 11 stays local-only and avoids fetch-dependent evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	BLOCKED_NETWORK_LOCAL
hardware.hf_file	docs/skippy/manual-smoke/fixtures/hardware/rejected-operational.toml	not-run locally; see blocker evidence and fixture template	public HF ref only	review blocker note plus fixture syntax/coverage only	Not executed locally because this row requires network-backed model resolution; Task 11 stays local-only and avoids fetch-dependent evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	BLOCKED_NETWORK_LOCAL
hardware.lora_adapters	docs/skippy/manual-smoke/fixtures/hardware/rejected-operational.toml	not-run locally; see blocker evidence and fixture template	local sidecar assets required	review blocker note plus fixture syntax/coverage only	Not executed locally because deterministic local sidecar assets or a matching multimodal model/projector pair were unavailable.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	BLOCKED_ASSET_LOCAL
hardware.control_vectors	docs/skippy/manual-smoke/fixtures/hardware/rejected-operational.toml	not-run locally; see blocker evidence and fixture template	local sidecar assets required	review blocker note plus fixture syntax/coverage only	Not executed locally because deterministic local sidecar assets or a matching multimodal model/projector pair were unavailable.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	BLOCKED_ASSET_LOCAL
throughput.parallel	docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9439 --console-port 3233 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	wait for /api/status and /v1/models, then send /v1/chat/completions	Live local runtime smoke succeeded with throughput-focused fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
throughput.continuous_batching	docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9439 --console-port 3233 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	wait for /api/status and /v1/models, then send /v1/chat/completions	Live local runtime smoke succeeded with throughput-focused fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
throughput.threads	docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9439 --console-port 3233 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	wait for /api/status and /v1/models, then send /v1/chat/completions	Live local runtime smoke succeeded with throughput-focused fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
throughput.threads_batch	docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9439 --console-port 3233 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	wait for /api/status and /v1/models, then send /v1/chat/completions	Live local runtime smoke succeeded with throughput-focused fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
throughput.priority	docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9439 --console-port 3233 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	wait for /api/status and /v1/models, then send /v1/chat/completions	Live local runtime smoke succeeded with throughput-focused fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
throughput.poll	docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9439 --console-port 3233 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	wait for /api/status and /v1/models, then send /v1/chat/completions	Live local runtime smoke succeeded with throughput-focused fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
throughput.cpu_affinity	docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9439 --console-port 3233 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	wait for /api/status and /v1/models, then send /v1/chat/completions	Live local runtime smoke succeeded with throughput-focused fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
throughput.numa	docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9439 --console-port 3233 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	wait for /api/status and /v1/models, then send /v1/chat/completions	Live local runtime smoke succeeded with throughput-focused fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
throughput.slot_prompt_similarity	docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9439 --console-port 3233 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	wait for /api/status and /v1/models, then send /v1/chat/completions	Live local runtime smoke succeeded with throughput-focused fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
throughput.tuning_profile	docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/throughput/runtime-single-stage.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9439 --console-port 3233 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	wait for /api/status and /v1/models, then send /v1/chat/completions	Live local runtime smoke succeeded with throughput-focused fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
throughput.threads_http	docs/skippy/manual-smoke/fixtures/throughput/rejected-operational.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/throughput/rejected-operational.toml --headless	n/a (expected rejection)	capture nonzero exit and missing launch in stderr	Observed direct rejection: defaults.throughput.threads_http is documented-rejected and must not be set.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	EXPECTED_REJECTED_PASS
throughput.sleep_idle_seconds	docs/skippy/manual-smoke/fixtures/throughput/rejected-operational.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/throughput/rejected-operational.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
skippy.stage_model_path	docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Local single-node smoke did not yield deterministic fail-before-launch evidence for staged-only controls; staged/package topology still needs dedicated local or multi-node proof.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_STAGED_LOCAL
skippy.stage_role	docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Local single-node smoke did not yield deterministic fail-before-launch evidence for staged-only controls; staged/package topology still needs dedicated local or multi-node proof.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_STAGED_LOCAL
skippy.stage_topology	docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Local single-node smoke did not yield deterministic fail-before-launch evidence for staged-only controls; staged/package topology still needs dedicated local or multi-node proof.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_STAGED_LOCAL
skippy.binary_stage_transport	docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Local single-node smoke did not yield deterministic fail-before-launch evidence for staged-only controls; staged/package topology still needs dedicated local or multi-node proof.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_STAGED_LOCAL
skippy.lifecycle_startup_timeout_ms	docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Local single-node smoke did not yield deterministic fail-before-launch evidence for staged-only controls; staged/package topology still needs dedicated local or multi-node proof.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_STAGED_LOCAL
skippy.lifecycle_readiness_interval_ms	docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Local single-node smoke did not yield deterministic fail-before-launch evidence for staged-only controls; staged/package topology still needs dedicated local or multi-node proof.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_STAGED_LOCAL
skippy.lifecycle_health_interval_ms	docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Local single-node smoke did not yield deterministic fail-before-launch evidence for staged-only controls; staged/package topology still needs dedicated local or multi-node proof.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_STAGED_LOCAL
skippy.prefill_chunking	docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Local single-node smoke did not yield deterministic fail-before-launch evidence for staged-only controls; staged/package topology still needs dedicated local or multi-node proof.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_STAGED_LOCAL
skippy.prefill_chunk_size	docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Local single-node smoke did not yield deterministic fail-before-launch evidence for staged-only controls; staged/package topology still needs dedicated local or multi-node proof.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_STAGED_LOCAL
skippy.prefill_chunk_schedule	docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/skippy/staged-only.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Local single-node smoke did not yield deterministic fail-before-launch evidence for staged-only controls; staged/package topology still needs dedicated local or multi-node proof.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_STAGED_LOCAL
skippy.openai_frontend_mode	docs/skippy/manual-smoke/fixtures/skippy/rejected-operational.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/skippy/rejected-operational.toml --headless	n/a (expected rejection)	capture nonzero exit and missing launch in stderr	Observed direct rejection: defaults.skippy.openai_frontend_mode is documented-rejected and must not be set.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	EXPECTED_REJECTED_PASS
speculative.mode	docs/skippy/manual-smoke/fixtures/speculative/runtime-warn-disable.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/speculative/runtime-warn-disable.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --draft-path $MESH_LLM_SMOKE_DRAFT_PATH --api-port 9442 --console-port 3236 --max-wait 600	main unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL with draft from $MESH_LLM_SMOKE_DRAFT_PATH	runtime resolves incompatible draft with warn_disable and still serves single-stage requests	Live local runtime smoke succeeded with speculative warn_disable fixture; incompatible draft was tolerated and serving still came up.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
speculative.draft_model_path	docs/skippy/manual-smoke/fixtures/speculative/runtime-warn-disable.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/speculative/runtime-warn-disable.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --draft-path $MESH_LLM_SMOKE_DRAFT_PATH --api-port 9442 --console-port 3236 --max-wait 600	main unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL with draft from $MESH_LLM_SMOKE_DRAFT_PATH	runtime resolves incompatible draft with warn_disable and still serves single-stage requests	Live local runtime smoke succeeded with speculative warn_disable fixture; incompatible draft was tolerated and serving still came up.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
speculative.draft_selection_policy	docs/skippy/manual-smoke/fixtures/speculative/runtime-warn-disable.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/speculative/runtime-warn-disable.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --draft-path $MESH_LLM_SMOKE_DRAFT_PATH --api-port 9442 --console-port 3236 --max-wait 600	main unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL with draft from $MESH_LLM_SMOKE_DRAFT_PATH	runtime resolves incompatible draft with warn_disable and still serves single-stage requests	Live local runtime smoke succeeded with speculative warn_disable fixture; incompatible draft was tolerated and serving still came up.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
speculative.pairing_fault	docs/skippy/manual-smoke/fixtures/speculative/runtime-warn-disable.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/speculative/runtime-warn-disable.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --draft-path $MESH_LLM_SMOKE_DRAFT_PATH --api-port 9442 --console-port 3236 --max-wait 600	main unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL with draft from $MESH_LLM_SMOKE_DRAFT_PATH	runtime resolves incompatible draft with warn_disable and still serves single-stage requests	Live local runtime smoke succeeded with speculative warn_disable fixture; incompatible draft was tolerated and serving still came up.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
speculative.draft_max_tokens	docs/skippy/manual-smoke/fixtures/speculative/runtime-warn-disable.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/speculative/runtime-warn-disable.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --draft-path $MESH_LLM_SMOKE_DRAFT_PATH --api-port 9442 --console-port 3236 --max-wait 600	main unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL with draft from $MESH_LLM_SMOKE_DRAFT_PATH	runtime resolves incompatible draft with warn_disable and still serves single-stage requests	Live local runtime smoke succeeded with speculative warn_disable fixture; incompatible draft was tolerated and serving still came up.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
speculative.draft_gpu_layers	docs/skippy/manual-smoke/fixtures/speculative/runtime-warn-disable.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/speculative/runtime-warn-disable.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --draft-path $MESH_LLM_SMOKE_DRAFT_PATH --api-port 9442 --console-port 3236 --max-wait 600	main unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL with draft from $MESH_LLM_SMOKE_DRAFT_PATH	runtime resolves incompatible draft with warn_disable and still serves single-stage requests	Live local runtime smoke succeeded with speculative warn_disable fixture; incompatible draft was tolerated and serving still came up.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
speculative.draft_hf_repo	docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
speculative.draft_hf_file	docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
speculative.draft_min_tokens	docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
speculative.draft_acceptance_threshold	docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
speculative.draft_split_probability	docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
speculative.draft_device	docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
speculative.draft_threads	docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
speculative.draft_cache_type_k	docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
speculative.draft_cache_type_v	docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
speculative.ngram_min	docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
speculative.ngram_max	docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
speculative.spec_default	docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml	target/debug/mesh-llm serve --config docs/skippy/manual-smoke/fixtures/speculative/rejected-reserved.toml --headless	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	capture nonzero exit and missing launch in stderr	Shared negative fixture failed on an earlier field, so this key does not yet have isolated row-specific rejection evidence.	.sisyphus/evidence/task-11-manual-runtime-smoke-error.txt	BLOCKED_EVIDENCE_GAP
request_defaults.max_tokens	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.stop	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.temperature	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
request_defaults.top_p	docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml	python3 docs/skippy/manual-smoke/runtime_smoke.py --binary target/debug/mesh-llm --fixture docs/skippy/manual-smoke/fixtures/request_defaults/runtime-supported.toml --model-path $MESH_LLM_SMOKE_MODEL_PATH --api-port 9440 --console-port 3234 --max-wait 600	unsloth/Qwen3.5-4B-GGUF:UD-Q4_K_XL	send /v1/chat/completions without sampling overrides, then with explicit request overrides	Live local runtime smoke succeeded with supported request defaults fixture; see evidence for command, status, model list, chat response, and cleanup.	.sisyphus/evidence/task-11-manual-runtime-smoke.txt	PASS
